Question,Answer,Category
"If you subtract 315 days to the date 07-29-1583, what will be the new date?",09-17-1582,Date Computation
"If you subtract 48 days to the date 02-23-1085, what will be the new date?",01-06-1085,Date Computation
"If you subtract 340 days to the date 12-17-1339, what will be the new date?",01-11-1339,Date Computation
"If you add 299 days to the date 09-21-1026, what will be the new date?",07-17-1027,Date Computation
"If you subtract 37 days to the date 01-22-1999, what will be the new date?",12/16/1998,Date Computation
"If you add 308 days to the date 10-06-1312, what will be the new date?",08-10-1313,Date Computation
"If you subtract 63 days to the date 08-09-1969, what will be the new date?",6/7/1969,Date Computation
"If you subtract 300 days to the date 06-22-1274, what will be the new date?",08-26-1273,Date Computation
"If you add 202 days to the date 12-11-1796, what will be the new date?",07-01-1797,Date Computation
"If you add 275 days to the date 01-16-1684, what will be the new date?",10-17-1684,Date Computation
"If you subtract 26 days to the date 04-30-1938, what will be the new date?",4/4/1938,Date Computation
"If you subtract 290 days to the date 01-08-1030, what will be the new date?",03-24-1029,Date Computation
"If you add 104 days to the date 04-01-1430, what will be the new date?",07-14-1430,Date Computation
"If you subtract 196 days to the date 12-27-1209, what will be the new date?",06-14-1209,Date Computation
"If you add 57 days to the date 02-21-1365, what will be the new date?",04-19-1365,Date Computation
"If you add 29 days to the date 02-01-1542, what will be the new date?",03-02-1542,Date Computation
"If you subtract 304 days to the date 03-26-1521, what will be the new date?",05-26-1520,Date Computation
"If you add 161 days to the date 08-06-1812, what will be the new date?",01-14-1813,Date Computation
"If you add 260 days to the date 07-16-1451, what will be the new date?",04-01-1452,Date Computation
"If you add 242 days to the date 02-24-1182, what will be the new date?",10-24-1182,Date Computation
"If you subtract 90 days to the date 12-18-1698, what will be the new date?",09-19-1698,Date Computation
"If you subtract 341 days to the date 12-21-1537, what will be the new date?",01-14-1537,Date Computation
"If you add 247 days to the date 12-20-1504, what will be the new date?",08-24-1505,Date Computation
"If you subtract 189 days to the date 06-02-1411, what will be the new date?",11-25-1410,Date Computation
"If you subtract 359 days to the date 05-20-1881, what will be the new date?",05-26-1880,Date Computation
"If you subtract 89 days to the date 01-19-1512, what will be the new date?",10-22-1511,Date Computation
"If you add 311 days to the date 04-03-1363, what will be the new date?",02-08-1364,Date Computation
"If you add 206 days to the date 09-02-1618, what will be the new date?",03-27-1619,Date Computation
"If you subtract 34 days to the date 12-01-1832, what will be the new date?",10-28-1832,Date Computation
"If you add 218 days to the date 07-21-1222, what will be the new date?",02-24-1223,Date Computation
"If you add 137 days to the date 11-12-1055, what will be the new date?",03-28-1056,Date Computation
"If you add 312 days to the date 09-15-1702, what will be the new date?",07-24-1703,Date Computation
"If you subtract 108 days to the date 01-05-1541, what will be the new date?",09-19-1540,Date Computation
"If you subtract 146 days to the date 07-12-1113, what will be the new date?",02-16-1113,Date Computation
"If you add 178 days to the date 07-29-1932, what will be the new date?",1/23/1933,Date Computation
"If you add 335 days to the date 06-08-1655, what will be the new date?",05-08-1656,Date Computation
"If you subtract 221 days to the date 04-27-1733, what will be the new date?",09-18-1732,Date Computation
"If you add 22 days to the date 01-18-1960, what will be the new date?",2/9/1960,Date Computation
"If you add 261 days to the date 05-02-1138, what will be the new date?",01-18-1139,Date Computation
"If you add 102 days to the date 03-28-1039, what will be the new date?",07-08-1039,Date Computation
"If you add 186 days to the date 06-12-1436, what will be the new date?",12-15-1436,Date Computation
"If you subtract 317 days to the date 11-28-1890, what will be the new date?",01-15-1890,Date Computation
"If you add 297 days to the date 12-03-1501, what will be the new date?",09-26-1502,Date Computation
"If you add 21 days to the date 11-09-1643, what will be the new date?",11-30-1643,Date Computation
"If you add 225 days to the date 03-07-1400, what will be the new date?",10-18-1400,Date Computation
"If you subtract 140 days to the date 02-24-1100, what will be the new date?",10-07-1099,Date Computation
"If you subtract 365 days to the date 05-12-1868, what will be the new date?",05-13-1867,Date Computation
"If you subtract 36 days to the date 08-28-1747, what will be the new date?",07-23-1747,Date Computation
"If you subtract 194 days to the date 05-07-1809, what will be the new date?",10-25-1808,Date Computation
"If you subtract 359 days to the date 10-06-1739, what will be the new date?",10-12-1738,Date Computation
"If you add 272 days to the date 01-04-1215, what will be the new date?",10-03-1215,Date Computation
"If you add 19 days to the date 11-03-1851, what will be the new date?",11-22-1851,Date Computation
"If you subtract 59 days to the date 02-11-1303, what will be the new date?",12-14-1302,Date Computation
"If you add 25 days to the date 10-02-1563, what will be the new date?",10-27-1563,Date Computation
"If you subtract 286 days to the date 05-21-1772, what will be the new date?",08-09-1771,Date Computation
"If you add 189 days to the date 07-13-1082, what will be the new date?",01-18-1083,Date Computation
"If you add 347 days to the date 08-09-1680, what will be the new date?",07-22-1681,Date Computation
"If you add 11 days to the date 02-17-1850, what will be the new date?",02-28-1850,Date Computation
"If you add 114 days to the date 11-06-1250, what will be the new date?",02-28-1251,Date Computation
"If you subtract 289 days to the date 07-10-1419, what will be the new date?",09-24-1418,Date Computation
